question_text,Subject,grade,chapter,question_id,total_attempt,3PL,learning_unit,learning_objective,competency_score,competency_score_range,Bloom_tag,Predicted_competency_score_range
Which of the following factor trees represents prime factorization of 56?,Mathematics,6,Playing with numbers,6699,188,-0.387765531008763,Methods of prime factorisation,Apply the method of prime factorisation to factorize given numbers into their prime factors.,0.595744680851063,50-60%,Apply,50-60%
Which of the following is not a function of food for organisms?,Biology,7,Nutrition in plants,9417,183,-0.387282789024973,Definition of Nutrition.,Compare and contrast the floating and sinking behaviors of different objects and identify patterns.,0.595628415300546,50-60%,Apply,50-60%
"In a demonstration of heat transfer methods by a teacher, it was observed that when a metal rod is placed in the fire, the other end becomes hot due to conduction; the feeling of warmth from the fire is a result of radiation; and the rising of warm air near the fire, which is then replaced by cooler air, exemplifies convection.What observations did the student make regarding the demonstration of conduction, convection, and radiation?",Physics,7,Heat,13347,351,-0.38650719436355,Phenomenon with multiple mode of heat transfer,Analyse the significance of a typical plant's stem function and health.,0.595441595441595,50-60%,Analyse,50-60%
"Fill in the blanks with the correct option:Biodiversity refers to the variety of ___X___ on the Earth, their interrelationships, and their relationship with the ___Y___.",Biology,8,Conservation Of Plants And Animals,11394,42,-0.385662480811984,"Definition of conservation, biosphere, protected areas, etc.",Describe the products formed in a neutralization reaction.,0.595238095238095,50-60%,Apply,50-60%
A teacher wrote down a few statements about natural and artificial magnets.These statements are mentioned below:Statement 1: Magnetite is an example of a natural magnet.Statement 2: Cylindrical magnets and ball-ended magnets are examples of natural magnets.Statement 3: Artificial magnets are magnets that originated in nature.Statement 4: Artificial magnets are prepared in different shapes.Which statements are correct regarding natural and artificial magnets?,Physics,6,Fun with magnets ,19866,42,-0.385662480811984,Classification of magnets as natural and artificial magnets ,Recall the steps of the standard approach for subtracting large whole numbers.,0.595238095238095,50-60%,Remember,50-60%
Consider the following number pattern:                                                                                  1 = 1 = 13                                                                              3 + 5 = 8 = 23                                                                         7 + 9 + 11 = 27 = 33                                                                   13 + 15 + 17 + 19 = 64 = 43How many consecutive odd numbers will be needed to obtain the sum as 63?,Mathematics,8,Cubes and cube roots,17555,279,-0.384599969644202,Patterns involving cubic numbers,"Describe the concept of reducing equations to simpler forms, emphasising the use of inverse operations to simplify the equation and isolate the variable.",0.594982078853046,50-60%,Understand,50-60%
"Fill in the blank with the correct option:In the life cycle of a frog, the early tadpole stage comes __________.",Biology,8,Reproduction in Animals,12154,158,-0.384411698910331,Life Cycle of a Frog,Demonstrate how the direction of the frictional force acts against the direction of motion or intended motion of an object.,0.594936708860759,50-60%,Apply,50-60%
Which of the following options correctly describes the method to obtain the expression 11pq – 13?,Mathematics,7,Algebraic Expressions,3738,116,-0.3839589028872,Formation of algebraic expressions,List the process of converting a decimal number to a percentage and its significance in representing parts of a whole.,0.594827586206896,50-60%,Remember,50-60%
Convert thirty million six hundred two thousand four hundred seventy one to the Indian system of numeration.,Mathematics,6,Knowing our numbers,13127,227,-0.383486201389389,Conversion of numbers between the Indian system of numeration and the International system of numeration,Apply the knowledge of the Indian and International System of Numeration to correctly place commas in given large numbers according to their place values.,0.594713656387665,50-60%,Apply,50-60%
Consider the following statements:Steel and iron are good conductors of heat. Wood and plastic are good conductors of heat. Copper is a good conductor of heat but rubber is not. Which of the given statement(s) is/are correct?,Physics,7,Heat,982,74,-0.382992252256105,Application of heat conduction,Recall the main parts of a typical plant.,0.594594594594594,50-60%,Remember,50-60%
A teacher asks the students to make a list about the importance of nutrition in living organisms. The list prepared by the students is given below:Which are the incorrect statements as per the student’s findings?,Biology,7,Nutrition in plants,9415,74,-0.382992252256105,Definition of Nutrition.,Compare and contrast the floating and sinking behaviors of different objects and identify patterns.,0.594594594594594,50-60%,Apply,50-60%
Read the following observations related to the diagram:P: ∠1 &amp; ∠7 are alternate exterior angles.Q: ∠3 &amp; ∠5 are alternate interior angles.R: ∠6 &amp; ∠13 are interior angles on the same side of the transversal.S: ∠5 &amp; ∠12 are pairs of corresponding angles.Which observations is/are correct?,Mathematics,7,Lines and Angles,1205,37,-0.382992252256105,Angles made by transversal - Alternate exterior angles,Apply the concept of algebraic expressions to create expressions that represent real-world situations,0.594594594594594,50-60%,Apply,50-60%
"Observe the image carefully.Based on the image, what can most likely be concluded?",Biology,6,Getting to know plants ,1684,37,-0.382992252256105,A typical plant root's function,Apply the conversion process accurately to transform improper fractions into mixed fractions.,0.594594594594594,50-60%,Apply,50-60%
Which of the following can be used to find the value of the expression 4n − 2 for n = −2?,Mathematics,7,Algebraic Expressions,20496,143,-0.382208245943896,Evaluation of algebraic expressions,"Identify the principal amount in a given financial scenario, along with other relevant details such as interest rate and time period.",0.594405594405594,50-60%,Apply,50-60%
"Complete the mathematical statement below by choosing the correct option.
1 kilo = _____ milli
",Mathematics,6,Knowing our numbers,13629,106,-0.38193461069797,"Metric prefixes (centi, milli, kilo) for SI units",Apply metric prefixes to convert between different units of the same measurement.,0.594339622641509,50-60%,Apply,50-60%
Which of the following best completes the given sentence?Transposition means _______ from one side of a balanced equation to another side with ______.,Mathematics,7,Simple equations,18715,106,-0.38193461069797,Introduction to balanced equations,Apply the concept of the arithmetic mean of observations to calculate the mean of a given data set.,0.594339622641509,50-60%,Apply,50-60%
"Michael performed an activity where he took two pots as shown in the image below:He added an equal amount of water in both pots. In which case, water leakage through the bottom hole would be maximum and why?",Biology,6,Getting to know plants ,13397,175,-0.381711022100057,A typical plant root's function,Recall the steps involved in comparing line segments using a ruler and divider.,0.594285714285714,50-60%,Remember,50-60%
"An iron nail at 80°C is hammered into a wooden plank at 40°C. Then, which of the following options is possible?",Physics,7,Heat,3134,69,-0.381367556529103,Definition of transfer of heat,"Students will list examples of herbs, shrubs, trees, and creepers and climbers.",0.594202898550724,50-60%,Remember,50-60%
"The number of bulbs manufactured by a factory in the last three years are shown below.In 2020, it manufactured 7,50,860 bulbs.In 2021, it manufactured 55,700 more bulbs than in 2020.In 2022, it manufactured 40,520 more bulbs than in 2021.Rajat and Kiran analysed the information and made the following claims.Rajat: The factory manufactured 8,06,560 bulbs in the year 2021.Kiran: The factory manufactured 8,47,080 bulbs in the year 2022.Who is/are correct?",Mathematics,6,Knowing our numbers,13593,69,-0.381367556529103,Addition of large whole numbers (5-9 digit numbers),"Demonstrate the fermentation process through a simple experiment or model, such as making a basic yeast bread.",0.594202898550724,50-60%,Apply,50-60%
Select the row which correctly matches the food item with its plant part. StemRootFruit1.RadishDrumstickSugarcane2.DrumstickSugarcaneRadish3.Sugarcane RadishDrumstick4.DrumstickRadish Sugarcane,Biology,6,Food-where does it come from,347,69,-0.381367556529103,Edible parts of the plants,Analyze mathematical expressions to verify the closure property in action for multiplication of integers.,0.594202898550724,50-60%,Analyse,50-60%
Fill in the blank with the correct option:The measure of each angle of a regular pentagon is ______.,Mathematics,8,Understanding Quadrilaterals,10927,101,-0.380772495517792,Angle sum property of a pentagon,Apply the rules for adding like terms to find the sum of the like terms.,0.594059405940594,50-60%,Apply,50-60%
Kiran wants to find the predecessor of − 20. Which of the following equations should she use to find the predecessor?,Mathematics,6,Integers,18992,64,-0.379489621704903,Predecessor of integers,Explain the concept of positive integers and how they relate to whole numbers and natural numbers.,0.59375,50-60%,Understand,50-60%
Complete the given statement:Conduction is a process of heat transfer in ________ from the ______ temperature region to the _________ temperature region.,Physics,7,Heat,981,64,-0.379489621704903,Process of heat conduction,Give all the functions of a typical flower.,0.59375,50-60%,Understand,50-60%
Which of the following conditions are required for combustion?Presence of oxygen Presence of fuelTemperature below ignition temperature of the fuelTemperature above the ignition temperature of the fuel,Chemistry,8,Combustion and Flame,11532,342,-0.378732045911095,Conditions required for combustion,Recall the definition of rolling friction.,0.593567251461988,50-60%,Remember,50-60%
Consider the following statements:Statement 1: The cube of every even number is even.Statement 2: The cube of every even number ends with 2.Which of these statements is true?,Mathematics,8,Cubes and cube roots,22002,59,-0.377294231141467,Properties of cube of a number,Solve a linear equation in one variable to find the value of unknown through step-by-step calculations.,0.59322033898305,50-60%,Apply,50-60%
"A teacher wants to determine the favourite activity among reading, writing, and singing of the students in her class. She considers two methods for collecting data:Method I: Recording the number of students who like each activity.Method II: Using 3 jars, one for each of the three activities, and placing a marble in each jar for every student who likes an activity.Which method(s) is/are correct for collecting the required data?",Mathematics,6,Data Handling,18625,140,-0.375789339962047,Organisation of data,"Compare two fractions by the cross-multiplication method or by taking the LCM, and record comparisons using <, >, or = sign.",0.592857142857142,50-60%,Understand,50-60%
The image shows a microscopic view of a part of the small intestine.Identify the statements that are correct for the part labelled as X.,Biology,7,Nutrition in animals,15750,221,-0.375387652870886,Absorption in the Small Intestine and large intestine,Comprehend the rationale behind using multiple methods of separation in tandem and explain how their combination enhances the separation process.,0.592760180995475,50-60%,Understand,50-60%
"In an activity, a bar magnet is suspended from a stand using a support. When the bar magnet comes to rest it aligns itself in a fixed orientation, as shown in the image. Suppose a student rotates the magnet and when it comes to rest it aligns again in the same orientation. What can be concluded from the activity?",Physics,6,Fun with magnets ,17463,442,-0.375387652870886,Directive Property of a Bar Magnet,Apply the closure property to determine whether the result of dividing two whole numbers remains within the set of whole numbers.,0.592760180995475,50-60%,Apply,50-60%
"If the median of the data 25, 32, 45, 28, 37, 98, 52, 41, 36, 89, 98 is m. Then which one of the following options is correct?",Mathematics,7,Data Handling,4906,27,-0.37469344944141,Definition of median of the data,Solve word problems on the multiplication of a decimal by multiples of 10.,0.592592592592592,50-60%,Analyse,50-60%
Which one of the following rational numbers is positive?,Mathematics,7,Rational Numbers,8667,27,-0.37469344944141,Definition of positive rational number,"Analyse the relationship between the base, height, and hypotenuse in a right-angled triangle, considering their positions with respect to the given angle.",0.592592592592592,70-80%,Analyse,70-80%
Which one of the following rational numbers is positive?,Mathematics,7,Rational Numbers,8667,27,-0.37469344944141,Definition of positive rational number,Apply knowledge to correctly identify and label the hypotenuse in different right-angled triangles.,0.592592592592592,50-60%,Apply,50-60%
Read the table carefully.Which row gives the correct information?,Biology,8,Crop production and management,10301,81,-0.37469344944141,"Definition of Broad Cropping Patterns in India
",Discuss various attributes/protocol steps of crystallisation process and explain how they corroborates physical change.,0.592592592592592,50-60%,Understand,50-60%
Read the table carefully.Which row gives the correct information?,Biology,8,Crop production and management,10301,81,-0.37469344944141,"Definition of Broad Cropping Patterns in India
",Discuss various attributes/protocol steps of crystallisation process and explain how they corroborates physical change.,0.592592592592592,50-60%,Understand,50-60%
"
To add two like fractions, __________.
",Mathematics,6,Fractions,18950,27,-0.37469344944141,Addition of like fractions,Describe the characteristics and conditions associated with each type.,0.592592592592592,50-60%,Understand,50-60%
The teacher instructs the students to measure the temperature of warm water using a laboratory thermometer. Four students proceeded to measure the temperature by positioning the thermometer as depicted in the image.Which student used the laboratory thermometer correctly?,Physics,7,Heat,14397,27,-0.37469344944141,Correct Way of using Laboratory thermometer,"Define the term 'natural indicator' and name examples, including litmus and turmeric.",0.592592592592592,50-60%,Remember,50-60%
Which of the following accurately explains the concept of natural numbers?,Mathematics,6,Whole numbers,15227,449,-0.374010155940278,Definition of natural number ,"Identify natural numbers in various contexts, such as in sequences, patterns, and practical scenarios.",0.592427616926503,50-60%,Apply,50-60%
Fill in the blanks.An angle is made up of two _____ starting from a ______ initial point,Mathematics,6,Basic geometrical ideas,1447,672,-0.373323898896367,Parts of an angle,"Apply the knowledge of polygon elements to correctly label and describe different components in given polygon diagrams, distinguishing between vertices, sides, diagonals, adjacent sides, and adjacent vertices.",0.592261904761904,50-60%,Apply,50-60%
"Which number, when cubed, will not have its one’s digit the same as the one’s digit of the original number?",Mathematics,8,Cubes and cube roots,11812,299,-0.372128687840572,Properties of cube of a number,Examine real-world problems (such as calculating the cost of multiple items) and discuss how representing it as a linear equation simplifies the solution process.,0.591973244147157,50-60%,Analyse,50-60%
The population of a town is increased by 5% every 10 years. Which is the correct representation of this percentage change in population in the form of a rational number?,Mathematics,7,Rational Numbers,8461,49,-0.371563556432482,Definition of rational numbers,"Apply the relation between the lengths of sides of a triangle to determine the possible length of the third side of the triangle, given its two side lengths.(triangle inequality theorem)",0.591836734693877,50-60%,Apply,50-60%
"Fill in the blank with the correct option.
If one ball is drawn randomly, the probability of getting a blue ball out of the given box is _________.",Mathematics,8,Data Handling,18070,49,-0.371563556432482,Probability of a simple event,"Explain the concept of the law of product of power with same base, emphasising how it simplifies the multiplication of powers (whole number) with the same base (whole number).",0.591836734693877,50-60%,Understand,50-60%
Find the correct options that represent the difference between the squares of 25 and 26.,Mathematics,8,Squares and square roots,16761,49,-0.371563556432482,Difference between two consecutive square numbers,Use the formula for triangular numbers to calculate specific values.,0.591836734693877,50-60%,Apply,50-60%
"Worker 1 is pushing a heavy crate across a warehouse floor but he is unable to move it, as shown in Fig. (i). When worker 2 helps him, the crate  begins to move across on the surface of the floor, as shown in Fig. (ii).",Physics,8,Friction ,12419,98,-0.371563556432482,Definition of Static and Sliding friction,Describe the process of seed dispersal and understand why plants have evolved to employ various methods for spreading their seeds.,0.591836734693877,50-60%,Understand,50-60%
Which of the following equations has a solution of x = 4?,Mathematics,6,Algebra,5370,120,-0.370859578930688,Define a solution of an equation,Explain the process of interpreting a bar graph by describing how bar lengths convey data quantities and how categories on the horizontal axis provide context.,0.591666666666666,50-60%,Understand,50-60%
Sachin walks on a track from point A to point D. The track is shown in the given image.Identify the points between which Sachin’s motion is rectilinear.,Physics,6,Motion and Measurement ,14321,120,-0.370859578930688,Motion in Straight Line,Apply the algebraic identity (a + b)(a - b) to simplify polynomial expressions and solve mathematical problems.,0.591666666666666,50-60%,Apply,50-60%
"Which of the following best describes the most crucial role of nitrogen in living organisms?Nitrogen acts as a structural component of carbohydrates, providing support and shape.It plays a key role in photosynthesis, capturing light energy to produce glucose.Nitrogen serves as an essential building block for proteins, nucleic acids, chlorophyll and certain vitamins.",Biology,8,Microorganisms : Friend And Foe,10562,120,-0.370859578930688,Nitrogen Cycle,"Recall and list the basic components of a chemical equation, including reactants, products, and common symbols used in chemical reactions.",0.591666666666666,50-60%,Remember,50-60%
"Fill the empty boxes with the suitable symbols/numbers given at the end of mathematical statements to make them true.24 – 8 ⬜ 8 – 24                                 [=, ≠ ](– 7) – 1 ≠ 1 – ⬜                               [9, (– 7)]51 – 42 ⬜ (– 42) + 51                        [=, ≠]",Mathematics,7,Integers,13149,333,-0.370548843001936,Examination of commutative property for subtraction of integers,Analyze the relationship between the refining process and the quality of different petroleum products.,0.591591591591591,50-60%,Analyse,50-60%
Following numbers are rounded to the nearest tens. Check which of them are correct;P: 841 rounds off to 840Q: 2368 rounds off to 2370R: 5125 rounds off to 5130S: 214 rounds off to 220,Mathematics,6,Knowing our numbers,56,115,-0.369360103466048,Estimation of whole numbers to the nearest place by rounding off,Recall the names of common metric prefixes used in the SI system.,0.591304347826087,50-60%,Remember,50-60%
Which one of these is the correct value of the whole number K if K is less than L on the number line?,Mathematics,6,Whole numbers,2638,22,-0.367724780125317,Representation of whole numbers on a number line,Identify the successor of a given number.,0.59090909090909,50-60%,Understand,50-60%
Consider the number lines shown below.Select the option that shows the correct matching of the number line with the number sentence it represents.,Mathematics,6,Whole numbers,15592,22,-0.367724780125317,Subtraction of whole numbers on number line,Explain how the concept of adding whole numbers on a number line involves finding the sum between their individual values.,0.59090909090909,50-60%,Understand,50-60%
Consider the number lines shown below.Select the option that shows the correct matching of the number line with the number sentence it represents.,Mathematics,6,Integers,15592,22,-0.367724780125317,Subtraction of integers using number line,Apply the understanding of ordering integers to compare/order integers using appropriate symbols.,0.59090909090909,20-30%,Apply,20-30%
Which of the following is a perfect number?,Mathematics,6,Playing with numbers,1016,44,-0.367724780125317,Perfect number,Analyse the properties of perfect numbers and identify patterns in their factors and divisors,0.59090909090909,60-70%,Analyse,50-60%
Which of the following is a perfect number?,Mathematics,6,Playing with numbers,1016,44,-0.367724780125317,Perfect number,Analyse the properties of perfect numbers and identify patterns in their factors and divisors,0.59090909090909,50-60%,Analyse,50-60%
Which of the following is a perfect number?,Mathematics,6,Playing with numbers,1016,44,-0.367724780125317,Perfect number,Apply the criteria for identifying perfect numbers to determine whether a given number qualifies as a perfect number,0.59090909090909,90-100%,Apply,90-100%
The given sweet is in the shape of a rhombus whose boundary is covered with silver foil. It requires 10 cm silver foil to cover all the sides of the sweet. How long silver foil is required to cover 7 such sides?      ,Mathematics,6,Mensuration,6278,22,-0.367724780125317,Perimeter of regular shapes (regular polygons),Describe how adding decimal numbers involves aligning digits based on their place values and adding column by column.,0.59090909090909,50-60%,Understand,50-60%
"Identify the quadrilaterals for each of the given properties.Opposite sides are equal and parallel but adjacent sides are not equalOpposite sides are equal and parallel, also adjacent sides and angles are equal",Mathematics,8,Understanding Quadrilaterals,2399,22,-0.367724780125317,Definition of rectangle,Explain the criteria for classifying terms as like terms and unlike terms using variables and exponents.,0.59090909090909,50-60%,Understand,50-60%
"Which of the following cellular processes in an organism requires energy?

Digestion
Excretion
Reproduction",Biology,7,Respiration in Organisms,4521,44,-0.367724780125317,"Introduction to cellular, aerobic and anaerobic respiration",Define temperature along with its units.,0.59090909090909,50-60%,Remember,50-60%
"A fully inflated balloon is placed in a jar connected to an evacuation pump, as shown.What would happen, if the air inside the jar is pumped out?

The balloon may burst.

The number of gas particles in the balloon increases.

The pressure inside the jar decreases.


",Physics,8,Force and pressure,11114,110,-0.367724780125317,Understanding Gaseous Pressure through Real-Life Examples,Students will demonstrate the correct order of operations in soil preparation on a model farm plot.,0.59090909090909,50-60%,Apply,50-60%
What is the initial step in adding unlike fractions?,Mathematics,6,Fractions,18970,66,-0.367724780125317,Addition of unlike fractions,Demonstrate the role of each condition in a practical combustion experiment.,0.59090909090909,50-60%,Apply,50-60%
"The cost of a shopping bag increased by 10%. If the initial cost price was ₹50, what is the current price of the shopping bag?",Mathematics,7,Comparing Quantities,5934,110,-0.367724780125317,"Increase in a quantity as percentage
",Explain the basic process and significance of sexual and asexual reproduction in organisms.,0.59090909090909,50-60%,Understand,50-60%
"Look at the number line shown below.If a point Q is plotted 5 steps to the left of S and then a point R is plotted 3 steps to the right of Q, then which fraction is represented by point R?",Mathematics,6,Fractions,7549,127,-0.366244394954882,Representation of fractions on a number line,Apply integer addition using a number line to solve simple arithmetic and practical problems.,0.590551181102362,50-60%,Apply,50-60%
A student prepares curd from milk by following these steps:During which step  the milk will not undergo a chemical change?,Chemistry,7,Physical and chemical changes,16910,232,-0.366104034227584,Introduction to Chemical Changes,"Understand how the process of obtaining nutrition in humans involves a sequence of steps: ingesting food, breaking it down through digestion, absorbing nutrients into the bloodstream, assimilating nutrients into cells, and eliminating waste through egestion.",0.59051724137931,50-60%,Understand,50-60%
"A bakery needs 15,750 grams of flour for its daily production. Which of the following expressions correctly shows the mass of flour in kilograms? ",Mathematics,6,Knowing our numbers,13681,61,-0.364643113587909,Conversion between different units of mass (in whole number),Investigate common mistakes made during mass unit conversion.,0.590163934426229,50-60%,Analyse,50-60%
How many milligrams are there in 94 kilograms?,Mathematics,6,Knowing our numbers,13675,61,-0.364643113587909,Conversion between different units of mass (in whole number),Solve problems involving the conversion of mass from one unit to another (units of metric system).,0.590163934426229,50-60%,Apply,50-60%
"If P represents the principal, T represents time and I  represents the interest, determine the formula to calculate the rate of interest, R?",Mathematics,7,Comparing Quantities,21935,61,-0.364643113587909,Definition of rate of interest,Find unknown angles of a triangle using angle sum property of a triangle for various types of triangles.,0.590163934426229,50-60%,Apply,50-60%
"The teacher showed an image of the digestive system of an animal to the class. 

A student claimed that this animal can digest grass, spinach, lettuce, and other leafy vegetables. What can be the reason for the claim?

",Biology,7,Nutrition in animals,14376,61,-0.364643113587909,Digestion in Cud-Chewing Herbivore Animals,"Create a comprehensive list of items from your environment, categorizing them by the materials they are made of.",0.590163934426229,50-60%,Apply,50-60%
The benefits of using standard units for measurements include:Maintaining consistency in measurements.It makes it easier to share and understand data.Which of these benefits is/are important?,Physics,6,Motion and Measurement ,14089,222,-0.364337816684301,Purpose of standard mode of measurement,Perform addition operations involving large whole numbers (5-9 digits) accurately.,0.59009009009009,50-60%,Apply,50-60%
Which of the following statements is correct about the weight of objects of the same material and the friction experienced by them on a surface?,Physics,8,Friction ,11679,100,-0.363965377201411,Factors affecting Friction,Apply knowledge of soil replenishment methods to identify suitable techniques for different types of soil.,0.59,50-60%,Apply,50-60%
"There are two similar objects A and B. Object A is lying on the Earth’s surface, while Object B is revolving around the Earth in space. Will both objects experience atmospheric pressure?",Physics,8,Force and pressure,12882,139,-0.363667979429702,Definition of atmospheric pressure,"Students will explain the basic principles of how autotrophic, heterotrophic, parasitic, and insectivorous plants obtain their nutrients.",0.589928057553956,50-60%,Understand,50-60%
Which property of whole numbers is represented in the equation shown?4 + 0 = 4 = 0 + 4,Mathematics,6,Whole numbers,15667,78,-0.362905493689368,Additive identity of whole numbers,Explain how the concept of multiplying whole numbers on a number line involves repeated addition and understanding of equal groups.,0.589743589743589,50-60%,Understand,50-60%
"Consider the following statements:Statement 1: The value of [10 ÷ (– 2)] lies between 0 and (– 6).Statement 2: On the number line, the value of [(– 84) ÷ 7] lies on the right-hand side of (– 12).Which of these statement(s) is/are true?",Mathematics,7,Integers,9156,39,-0.362905493689368,Division of integers by non zero integer,State the definition of a ratio with examples,0.589743589743589,50-60%,Remember,50-60%
Which of these expressions is equivalent to (− 19)7 + 4?,Mathematics,7,Exponents and Powers,16741,39,-0.362905493689368,Law of product of power with the same base for integers,Explain the connection between fractional numbers and rational numbers.,0.589743589743589,50-60%,Understand,50-60%
The prime factorisation of 1080 is given below:1080 = 2 × 2 × 2 × 3 × 3 × 3 × 5Consider the following claims made by Rohit:Claim 1: The number 1080 is a perfect cube.Claim 2: The smallest natural number by which 1080 must be multiplied to get a perfect cube is 25.Which claim(s) is/are correct?,Mathematics,8,Cubes and cube roots,22166,156,-0.362905493689368,Use of prime factorisation to make a perfect cube,"Solve a linear equation (like 3x + 5 = 2x - 1), where the variable is on both sides, by rearranging terms to isolate x.",0.589743589743589,50-60%,Apply,50-60%
"What kind of relationship is depicted by a straight-line graph when plotting two variables, one being independent and the other dependent?",Mathematics,8,Introduction to Graphs,23351,39,-0.362905493689368,Definition of linear graphs,Recall the definition of a rectangle.,0.589743589743589,50-60%,Remember,50-60%
A basket is filled with certain objects as listed below.StyrofoamFlour doughWooden blockA bunch of cotton.They need to be arranged in order of decreasing order of their hardness. What would be the correct order?,Chemistry,6,Sorting Materials into Groups ,881,78,-0.362905493689368,Properties of materials-Hardness,Students will list the major types of nutrients and their primary sources in food.,0.589743589743589,50-60%,Remember,50-60%
"In a classroom activity, a teacher asks each of the four students to list musical instruments with different vibrating parts. The table below shows the instruments listed by each student:Which student correctly lists all three instruments with different vibrating parts?",Physics,8,Sound,21480,39,-0.362905493689368,"Musical Instruments and their Vibrating Parts (string, wind, and percussion)","Apply the logic behind the consequences of smoking on the human respiratory system, considering how it affects lung function, gas exchange, and overall respiratory health.",0.589743589743589,50-60%,Apply,50-60%
"In the synthesis of biogas, two steps are involved which are:Step 1- Collect the organic waste in a large pit and then bacteria convert the waste into biogas.Step 2- After that biogas is then supplied to the homes where it is used as fuel for cooking food.Identify what changes occur in these two steps and choose the correct option accordingly.",Chemistry,7,Physical and chemical changes,3894,212,-0.362405618647717,Effects Indicating Chemical Changes,Identify common devices in vehicles that measure speed and distance covered.,0.589622641509434,50-60%,Remember,50-60%
Ravi observes various changes occurring in the surroundings. The figure shows the changes observed by him.Which changes are of the same type?,Chemistry,7,Physical and chemical changes,18727,95,-0.361790044605502,Recognition of various changes in our surroundings,Explain the concept of the commutative property and its application to addition of integers.,0.589473684210526,50-60%,Understand,50-60%
"A farmer wants to spray weedicides in his square shaped field, shown below. If 2 square metres requires 1 bottle of weedicide, then how many such bottles are required to spray the whole field?       ",Mathematics,6,Mensuration,6268,56,-0.36101334553733,Area of a square using formula,State the definition of data and information and differentiate between them by highlighting their distinct characteristics.,0.589285714285714,50-60%,Remember,50-60%
"Choose the correct statement from the given options-When terms have the same algebraic factors, they are like terms.When terms have different algebraic factors, they are unlike terms.The terms 8xy and –5x are examples of unlike terms.The terms 8x² and 8x are examples of like terms.",Mathematics,7,Algebraic Expressions,2805,297,-0.360764929190257,Definition of like and unlike terms of algebraic expression,Apply the formula for calculating the percentage of an amount to solve problems.,0.589225589225589,50-60%,Apply,50-60%
"A box has 40 bottles of soda, each soda bottle containing 400 ml of soda. How many litres of soda are there in the soda box? ",Mathematics,6,Knowing our numbers,13727,129,-0.360441426734209,Conversion between different units of capacity (in whole number),List the standard units of mass in the metric system.,0.589147286821705,50-60%,Remember,50-60%
Which of the following polygons is an example of a regular polygon?,Mathematics,8,Understanding Quadrilaterals,6231,129,-0.360441426734209,Definition of regular and irregular polygon,Apply the properties of a rectangle to solve problems involving side lengths.,0.589147286821705,50-60%,Apply,50-60%
Shriya took three bowls of different types of liquidsBowl 1 - Vegetable oilBowl 2 - VinegarBowl 3 - DieselShe put three candles under these bowls. Identify which liquid will ignite immediately and why.,Chemistry,8,Combustion and Flame,17966,129,-0.360441426734209,Ignition temperature and categorisation of inflammable substances,Compare and contrast fluid friction with other types of friction (like static and sliding friction),0.589147286821705,50-60%,Apply,50-60%
Which of the following is dependent on the amplitude of sound waves?,Physics,8,Sound,19961,73,-0.360002734031407,Definition of Amplitude of Vibration,Students will identify the different respiratory organs in various non-human animals.,0.589041095890411,50-60%,Remember,50-60%
Which of the following approaches replenishes nitrogen nutrients in the soil?P. By growing legumes in the soilQ. By growing weeds in the soilR. By watering plantsS. By adding nitrogen fertilisers to the soil,Biology,7,Nutrition in plants,13876,270,-0.359374000907897,Different types of soil replenishment methods,List the primary components of sewage.,0.588888888888888,50-60%,Remember,50-60%
"Siya swims 12 days a month and Riya swims 4 days a month. Today, they both swim together. After how many days will they swim together again?",Mathematics,6,Playing with numbers,1113,68,-0.356674943938732,Least Common Multiple (LCM) of the numbers,Apply the concept of HCF to find the largest common factor in arithmetic and real-life problems,0.588235294117647,50-60%,Apply,50-60%
"Tom is saving money to buy a new bike costing ₹230. He currently has ₹80 saved up and plans to save ₹15 per week. Write an equation representing the above situation, and then find the number of weeks (w) it will take for Tom to have ₹230, solve using the trial and error method.",Mathematics,7,Simple equations,5644,51,-0.356674943938732,Solution of a simple equation by trial and error method,Analyse different data sets and determine when the range of observations is a useful measure of data spread.,0.588235294117647,50-60%,Analyse,50-60%
"
Raj and Tripti made the following claims.
Raj: There's only one way to convert a simple equation into a statement.
Tripti: There can be multiple ways to express a single equation as a statement.Who is/are correct?
",Mathematics,7,Simple equations,18791,34,-0.356674943938732,Conversion of simple equations into statements,Explain the process of interpreting a double bar graph and understanding how it visually compares two sets of data.,0.588235294117647,50-60%,Understand,50-60%
"In the activity, the teacher whirls a lime tied to a thread. The lime moves in a circle.What shows the lime is under circular motion?",Physics,6,Motion and Measurement ,14160,153,-0.356674943938732,Understanding the Basics of Circular Motion,Analyse complex binomial expressions and determine when and how to apply the algebraic identity (a+b)^2 for expansion and simplification.,0.588235294117647,50-60%,Analyse,50-60%
"Shreya puts three objects of equal weight: a chalk piece, plastic toy, and metal spoon into a container full of water. What will she observe?",Chemistry,6,Sorting Materials into Groups ,14518,68,-0.356674943938732,Properties of materials-Floats or sinks in water,Students will list the major types of nutrients and their primary sources in food.,0.588235294117647,50-60%,Remember,50-60%
"Aashish learned about the cell’s different parts and their characteristics. He prepared the following table to summarise his learning.Which option correctly identifies the labels P, Q, and R given in the table?",Biology,8,The Cell - structure and function ,13926,34,-0.356674943938732,"Parts of a cell (cell wall, cell membrane, nucleus, cytoplasm)",Students will state the definition of reforestation.,0.588235294117647,50-60%,Remember,50-60%
