question_text,Subject,grade,chapter,question_id,total_attempt,3PL,learning_unit,learning_objective,competency_score,competency_score_range,Bloom_tag,Predicted_competency_score_range
"Match the animals in Column I with their mode of feeding in Column II.
",Biology,7,Nutrition in animals,9461,3,-0.693147180559945,"Ingestion, filter feeding, suction feeding, and phagocytosis","Students will identify handpicking, threshing, winnowing, and sieving as methods of separating substances.",0.666666666666666,60-70%,Remember,80-90%
"The diagram shows four organs of the digestive system.  Which of these organs is the longest part of the alimentary canal, where most of the  digestion takes place?",Biology,7,Nutrition in animals,608,6,-0.693147180559945,"Function of Secretions from Liver, Pancreas, and Small Intestine",Utilize your knowledge of various separation techniques to propose a scenario where combining two or more methods would achieve better separation results.,0.666666666666666,60-70%,Apply,60-70%
The following could be used to write a symbol equation for photosynthesis.          Which of the following show the correct chemical equation for photosynthesis?,Biology,7,Nutrition in plants,9715,12,-0.693147180559945,"Elements in the Photosynthesis(stomata, vessels, pigments)",Explain how the property of solubility in water can be used to categorize and group materials.,0.666666666666666,60-70%,Understand,60-70%
Which of the following items is least likely to support fungal growth?            ,Biology,7,Nutrition in plants,9606,6,-0.693147180559945,Saprotrophic mode of nutrition,Students will identify the key components of a forest ecosystem and its role as the Earth's lungs.,0.666666666666666,60-70%,Remember,80-90%
Soni went to her village during the summer break. She visited the farm where her grandfather works and asked him a few basic questions related to how soil gets replenished. The table shows some of the questions asked by Soni and the responses given by her grandfather.Which response made by Soni’s grandfather is incorrect?,Biology,7,Nutrition in plants,14109,3,-0.693147180559945,Different types of soil replenishment methods,Explain the function of each component in the sewage transport system.,0.666666666666666,60-70%,Understand,60-70%
"Priya filled the table with information about exhalation events in humans. She showed this table to her friend, she claimed that Priya made a mistake. Where did Priya make a mistake?",Biology,7,Respiration in Organisms,18692,3,-0.693147180559945,Mechanism of Breathing in Humans,Recognize everyday situations that primarily use radiation as a mode of heat transfer.,0.666666666666666,60-70%,Apply,60-70%
"When you breathe out, you release a gas that your body doesn't need anymore. Which of the following gases do we get rid of when we exhale?",Biology,7,Respiration in Organisms,18682,12,-0.693147180559945,Mechanism of Breathing in Humans,Define radiation as a method of heat transfer.,0.666666666666666,60-70%,Remember,60-70%
Which of the following organs moves down during inhalation?,Biology,7,Respiration in Organisms,4452,15,-0.693147180559945,Mechanism of Breathing in Humans,Design a simple experiment to test the accuracy of human touch in gauging temperatures of different substances.,0.666666666666666,60-70%,Analyse,60-70%
"A person has two aquariums X and Y in the house. Aquarium X contains plants and animals, and aquarium Y contains only animals. After a week, animals in Aquarium Y appeared to be in distress. What statement best explains this phenomenon? ",Biology,7,Respiration in Organisms,4440,3,-0.693147180559945,Compare Photosynthesis and Respiration in Plants,"Define lenses, list types of lenses, and uses in various devices.",0.666666666666666,60-70%,Remember,60-70%
Identify the products of the neutralisation reaction between hydrochloric acid and sodium hydroxide.,Chemistry,7,Acids bases and salts,2282,15,-0.693147180559945,Definition of neutralisation reaction,Compare relative speeds of multiple objects in a shared context.,0.666666666666666,60-70%,Apply,60-70%
"Observe the given Venn diagram.What are  P, Q, and M?",Chemistry,7,Physical and chemical changes,4103,3,-0.693147180559945,Distinguishing Physical and Chemical Changes,Represent motion data on a graph.,0.666666666666666,60-70%,Understand,40-50%
"Within a given plastic bottle featuring three distinct regions labelled P, Q and R, where would you strategically puncture the bottle to ensure that the water rushing out attains maximum pressure and why? ",Physics,8,Force and pressure,11103,18,-0.693147180559945,Definition of liquid pressure/hydrostatic pressure,Apply your knowledge by giving examples of where plants get nitrogen and how this nitrogen is used for growth.,0.666666666666666,60-70%,Apply,60-70%
"When a student notices sparks occurring between train wheels and railway tracks during train movement, the student investigates and discovers that these sparks are generated by heat resulting from friction between the wheels and tracks. How might this increased heat impact the railway tracks?",Physics,8,Friction ,13743,3,-0.693147180559945,Disadvantages of Friction,Students will examine the advantages and disadvantages of vegetative propagation compared to sexual reproduction in plants.,0.666666666666666,60-70%,Analyse,60-70%
"Scenario 1: A single boy attempts to move the tub but struggles to do so, as depicted in the figure.
Scenario 2 : Two boys are now able to move the water tub, as shown in the figure.What type of friction is experienced between the tub and floor in both Scenario 1 and Scenario 2?",Physics,8,Friction ,13757,3,-0.693147180559945,Definition of Static and Sliding friction,"Apply your understanding to give examples of specific plants and the mechanisms they use for seed dispersal, explaining how each method benefits the plant's survival.",0.666666666666666,60-70%,Apply,60-70%
"An oldman pushes a box across the surface and notices it requires force to move. However, when some iron balls are placed under the box, it becomes easier to push as shown in the given image.What can be interpreted from the activity when iron balls are placed under the box?",Physics,8,Friction ,13758,3,-0.693147180559945,Definition and Significance of Rolling Friction,"Students will explain the difference between aerobic and anaerobic respiration, and infer the need for energy in various processes.",0.666666666666666,60-70%,Understand,60-70%
Which of the following observations prove that vibrating objects produce sound?,Physics,8,Sound,21490,3,-0.693147180559945,Cause of generation of sound,"Recall/Define/Identify inhalation, exhalation, breathing, and breathing rate.",0.666666666666666,60-70%,Remember,60-70%
Which of the following observations prove that vibrating objects produce sound?,Physics,8,Sound,21490,3,-0.693147180559945,Cause of generation of sound,"Recall/Define/Identify inhalation, exhalation, breathing, and breathing rate.",0.666666666666666,60-70%,Remember,60-70%
Which of the following observations prove that vibrating objects produce sound?,Physics,8,Sound,19942,3,-0.693147180559945,Cause of generation of sound,"Recall/Define/Identify inhalation, exhalation, breathing, and breathing rate.",0.666666666666666,60-70%,Remember,60-70%
Which of the following observations prove that vibrating objects produce sound?,Physics,8,Sound,19942,3,-0.693147180559945,Cause of generation of sound,"Recall/Define/Identify inhalation, exhalation, breathing, and breathing rate.",0.666666666666666,60-70%,Remember,60-70%
Imagine an athlete using a thick rope anchored to a wall to build arm strength (see picture). How will the effort they put into pulling the rope affect the height of the rope's swing?,Physics,8,Sound,21386,3,-0.693147180559945,Definition of Amplitude of Vibration,Students will summarize how breathing mechanisms in non-human animals vary from one species to another.,0.666666666666666,60-70%,Understand,60-70%
Identify the loudness of the sound of normal conversation.,Physics,8,Sound,19588,3,-0.693147180559945,Loudness and pitch of sound,Apply your understanding to describe the specific cellular structures in plants where respiration occurs and demonstrate respiration in plants.,0.666666666666666,60-70%,Apply,60-70%
Which of the following is the effect of noise pollution on mental health?,Physics,8,Sound,19589,3,-0.693147180559945,Effects of noise pollution on human health,Explain the properties that differentiate bases from other substances.,0.666666666666666,60-70%,Understand,60-70%
A report indicated that road traffic is the primary source of noise pollution in urban areas. The data is summarised in the accompanying image.What actions should be recommended to address traffic noise pollution?,Physics,8,Sound,21702,3,-0.693147180559945,Measures to Limit Noise Pollution,Define bases with example.,0.666666666666666,60-70%,Remember,60-70%
Which of the following is the correct unit for frequency?,Physics,8,Sound,11826,3,-0.693147180559945,Definition of frequency of vibration and its relationship with time period,Analyze how neutralization reactions contribute to pH change.,0.666666666666666,60-70%,Analyse,60-70%
How do earthworms and microbes benefit farmers?,Biology,8,Crop production and management,10286,3,-0.693147180559945,Soil preparation for crop production,Differentiate between physical changes and chemical changes.,0.666666666666666,60-70%,Remember,60-70%
"Read the following statements regarding the irrigation process and choose the correct ones.Statement 1 – The process of adding manures to the soil is called irrigation.Statement 2 – Irrigation is essential for seed germination, nutrient absorption, photosynthesis, and protecting the crop from frost and hot air currents.Statement 3 – The time and frequency of irrigation do not vary based on crop, soil, or season.",Biology,8,Crop production and management,10401,6,-0.693147180559945,Irrigation for crop production,List examples of common chemical changes in everyday life.,0.666666666666666,60-70%,Understand,60-70%
"If soil microbes that fix nitrogen, a vital nutrient for plants, were to vanish abruptly, what long-term consequences would this have on plant growth? Choose the most likely outcome:Plant growth will remain unchanged due to sufficient nitrogen input from lightning.Plants will adapt to utilise alternative sources of nitrogen, such as soil minerals.Plant growth will slowly decline as existing soil nitrogen depletes, despite some input from lightning.Plant growth will decline rapidly due to increased competition for existing soil nitrogen but ultimately increase as sufficient nitrogen input is provided from lightning.",Biology,8,Microorganisms : Friend And Foe,10566,3,-0.693147180559945,Nitrogen Cycle,Explain the meaning of reactants and products and interpret the symbolic and descriptive notations of simple chemical reactions.,0.666666666666666,60-70%,Understand,60-70%
"Priya, an avid baker, adds yeast to his dough, and a remarkable transformation occurs. The dough starts to rise and become light and airy. How does yeast contribute to this transformation? ",Biology,8,Microorganisms : Friend And Foe,10517,3,-0.693147180559945,"Using Microbes for Curd, Bread and Alcohol Formation ",Describe the chemical effects observed when an electric current passes through an ionic solution.,0.666666666666666,60-70%,Understand,60-70%
Fill in the blanks:Edward Jenner discovered the vaccine for ______________.,Biology,8,Microorganisms : Friend And Foe,10601,6,-0.693147180559945,Usage of Microbes in Vaccination,Compare and contrast the types of non contact forces based on their properties and effects.,0.666666666666666,60-70%,Analyse,80-90%
"Observe the life cycle of a frog.Based on the life cycle of a frog, which statement is most likely true about a frog's development and growth?",Biology,8,Reproduction in Animals,19272,15,-0.693147180559945,Life Cycle of a Frog,Describe how altitude changes can lead to variations in air pressure.,0.666666666666666,60-70%,Understand,60-70%
"A teacher taught the concept of combustion in the class. For recapitulation, she asked a few students to come up with appropriate examples of combustion. The table shows the responses of students. Identify the responses which fit well here.",Chemistry,8,Combustion and Flame,12027,3,-0.693147180559945,Definition and Explanation of Combustion,List different surfaces or materials that can be used to increase friction.,0.666666666666666,60-70%,Remember,60-70%
"Apaar, a student of grade 8 lists the characteristics of a few substances in the table.Which option correctly identifies the inflammable substances?",Chemistry,8,Combustion and Flame,17887,3,-0.693147180559945,Ignition temperature and categorisation of inflammable substances,Describe what fluid friction is and explain how it affects objects moving through a fluid.,0.666666666666666,60-70%,Understand,60-70%
"In 2016, the government of India launched Pradhan Mantri Urja Ganga (MPUG) Project aimed to provide piped natural gas (PNG) to households and compressed natural gas (CNG) to several states in eastern India. What factor influenced the government's decision to advocate for CNG as a fuel?",EVS,8,Coal and petroleum,14538,6,-0.693147180559945,Natural gas and its applications,Explain how interlocking between two surfaces results in frictional force.,0.666666666666666,60-70%,Understand,60-70%
"Sameul made an attempt to make petroleum by burying the dead sea organisms under the sand with salt water above them in a large chamber, then increasing the pressure and temperature of the chamber. He sealed the chamber tightly. After 2 years, he noticed that the dead remains had not transformed into petroleum. What could be the problem with the experiment?",EVS,8,Coal and petroleum,14514,3,-0.693147180559945,Formation of petroleum and its deposits,Analyze the relationship between frequency and time period of vibration,0.666666666666666,60-70%,Apply,60-70%
"Michael made an attempt to make petroleum by burying the dead sea organisms under the sand with salt water above them in a large chamber, then increasing the pressure and temperature of the chamber. He sealed the chamber tightly. After 1 year, he noticed that the dead remains had not transformed into petroleum. What could be the problem with the experiment?",EVS,8,Coal and petroleum,14512,3,-0.693147180559945,Formation of petroleum and its deposits,Analyze the relationship between frequency and time period of vibration,0.666666666666666,60-70%,Apply,60-70%
The image shows an activity performed by Tarun to analyse the necessary conditions for the formation of shadow. But he could not obtain the dark shadow at the end of the activity. Which of the following prevented Tarun from obtaining the desired result? Choose the correct reason.,Physics,6,"Light, shadow and reflection",1865,15,-0.693147180559945,Factors Required for a Shadow to Form,Compare and contrast the effectiveness of using silencing devices in transport vehicles versus planting trees around buildings to control noise.,0.666666666666666,60-70%,Apply,60-70%
Which statement correctly defines the reflection of light?,Physics,6,"Light, shadow and reflection",17395,3,-0.693147180559945,Definition of Reflection of Light,Recall and identify Satpura National Park as a protected area in India. Remember that Project Tiger is an initiative aimed at conserving and protecting the Bengal tiger and its habitats.,0.666666666666666,60-70%,Remember,60-70%
"Akshat learned about the cell’s different parts and their characteristics. He prepared the following table to summarise his learning.Which option correctly identifies the labels X, Y, and Z given in the table?",Biology,8,The Cell - structure and function ,14118,3,-0.693147180559945,"Parts of a cell (cell wall, cell membrane, nucleus, cytoplasm)",Students will demonstrate the process of reforestation through a series of steps in a given scenario.,0.666666666666666,60-70%,Apply,40-50%
Choose the option(s) which represents an algebraic expression.,Mathematics,6,Algebra,21305,6,-0.693147180559945,Definition of algebraic expression,Apply your understanding of crop production by describing the step-by-step process involved in cultivating a specific crop.,0.666666666666666,60-70%,Apply,60-70%
Which of the following is a domestic use of water?,Science,7,Waste water story,8424,3,-0.693147180559945,Various uses of clean water,"Given a set of crops, classify them into Rabi or Kharif categories based on their growth requirements and suitable planting seasons.",0.666666666666666,60-70%,Apply,80-90%
"When inflating a balloon, closing its mouth is done to:",Physics,8,Force and pressure,11350,9,-0.693147180559945,Understanding Gaseous Pressure through Real-Life Examples,Students will analyze the impact of seed quality on crop yield and the potential economic benefits.,0.666666666666666,60-70%,Analyse,60-70%
Naman had ₹ 101.75. His father gave him ₹ 550.50 for his birthday. He spent ₹ 450.55 to buy a toy car.  Later that day he received ₹ 250 from his mother. Which of these expressions can be used to find the amount of money left with Naman at the end of the day?,Mathematics,6,Decimals,20128,6,-0.693147180559945,Mixed operation of addition and subtraction of three or more decimal numbers,Students will explain the significance of irrigation for crop production and how it impacts plant growth.,0.666666666666666,60-70%,Understand,60-70%
"
Consider the equation: 2 × 9 = h.
Which property states that h is a whole number?
",Mathematics,6,Whole numbers,15530,6,-0.693147180559945,Closure property for multiplication of whole numbers,"Explain how sex is determined in humans, specifically how the combination of X and Y chromosomes leads to the development of male or female individuals during conception.",0.666666666666666,60-70%,Understand,60-70%
Consider the equation below:23 + [(37) + e] = [23 + f] + 58What is the value of e and f in the given equation?,Mathematics,6,Whole numbers,15545,9,-0.693147180559945,Associative property for addition of whole numbers,Students will illustrate the stages of human development from fertilization to birth.,0.666666666666666,60-70%,Apply,60-70%
Complete the equation using the associative property for addition: 45 + (57 + 78) = ?,Mathematics,6,Whole numbers,15542,6,-0.693147180559945,Associative property for addition of whole numbers,Students will illustrate the stages of human development from fertilization to birth.,0.666666666666666,60-70%,Apply,60-70%
"Which of the following options demonstrates the associative property for addition of the  whole numbers 58,67 and 89?",Mathematics,6,Whole numbers,15541,6,-0.693147180559945,Associative property for addition of whole numbers,Students will describe the process of fertilization and the sequence of post-fertilization events in humans.,0.666666666666666,60-70%,Understand,30-40%
"
Sneha uses the distributive property of multiplication over addition and rewrites the expression x(90+y) as 720+160.
What are the values of x and y?

",Mathematics,6,Whole numbers,15679,3,-0.693147180559945,Distributive property of multiplication over addition of whole number,"Describe the sequence of events in the hens' egg laying process, including fertilization, egg development, and incubation, using a basic diagram or visual representation.",0.666666666666666,60-70%,Apply,60-70%
"
If J, K, and L are whole numbers, which of the following statements accurately reflects the distributive property of multiplication over subtraction?
",Mathematics,6,Whole numbers,15688,3,-0.693147180559945,Distributive property of multiplication over subtraction of whole number,Students will classify a given list of animals into oviparous and viviparous categories based on their reproductive characteristics.,0.666666666666666,60-70%,Apply,60-70%
"To ascertain the length of his mobile, Kevin employs a compass, positioning its points at each end of the mobile. He then carefully transfers this fixed span to a ruler without adjusting the compass:The measured length of the mobile is ____.",Mathematics,6,Understanding Elementary Shapes,22638,3,-0.693147180559945,Measurement of length of line segments using ruler and divider,Apply appropriate techniques to control specific types of fire hazards in simulated scenarios.,0.666666666666666,60-70%,Apply,60-70%
"Students are given an assignment of using the observation method to compare the lengths of two line segments, OP and DE, in a geometry lecture. They do not use any measuring instruments; instead, they evaluate the line segments' lengths visually.As demonstrated, during the activity of comparing line segments by observation, they compiled the following statements.Statement A: Visual approach gives more accurate results compared to using measurement tools.Statement B: Restricted accuracy in measurements resulting from visual estimation.Statement C: By visual method, time to compare both line segments required is less than the one using measuring tools.Among the following given statements which of them is/are correct?",Mathematics,6,Understanding Elementary Shapes,22694,6,-0.693147180559945,Comparison of line segments by observation method,Apply appropriate techniques to control specific types of fire hazards in simulated scenarios.,0.666666666666666,60-70%,Apply,60-70%
What is the first step to add mixed fractions?,Mathematics,6,Fractions,16778,3,-0.693147180559945,Addition of mixed fractions,Demonstrate the role of each condition in a practical combustion experiment.,0.666666666666666,60-70%,Apply,60-70%
Which of the following is the step involved when subtracting mixed fractions?,Mathematics,6,Fractions,16785,3,-0.693147180559945,Subtraction of mixed fractions,Describe how each condition contributes to the process of combustion.,0.666666666666666,60-70%,Understand,60-70%
Complete the given statement using the options given below.Integers are closed under multiplication if _______________.,Mathematics,7,Integers,9053,3,-0.693147180559945,Closure property for multiplication of integers,List examples of common combustible materials.,0.666666666666666,60-70%,Remember,60-70%
Consider the equation below.(−95) × 15 = x × yWhat values of x and y would make the equation represent the commutative property for multiplication of integers?,Mathematics,7,Integers,13538,3,-0.693147180559945,Commutative property for multiplication of integers,Explain the purpose of each step in the petroleum refining process.,0.666666666666666,60-70%,Understand,60-70%
"
Which number is absent in the displayed equation? 
[(–12) + 6] + (–4) = ?+[6 + (–4)]

",Mathematics,7,Integers,13490,3,-0.693147180559945,Associative property for addition of integers,"Devise practical solutions for optimizing the utilization of coal by-products in various industries, considering economic and ecological factors.",0.666666666666666,60-70%,Apply,30-40%
This model shows 16 dots divided into 2 equal groups. What does each group represent?,Mathematics,7,Fractions and Decimals,8887,9,-0.693147180559945,Multiplication of a proper fraction by a whole number,Observe and document pinhole images in natural settings.,0.666666666666666,60-70%,Apply,60-70%
"Observe the model below:

Which of the following statements is represented by the above model?",Mathematics,7,Fractions and Decimals,9981,18,-0.693147180559945,Division of a whole number by a proper fraction,"Describe how the position of the light source, screen and object affect the characteristics of shadows.",0.666666666666666,60-70%,Understand,60-70%
"Observe the model below:

Which of the following statements is represented by the above model?",Mathematics,7,Fractions and Decimals,9981,18,-0.693147180559945,Division of a whole number by a proper fraction,"Describe how the position of the light source, screen and object affect the characteristics of shadows.",0.666666666666666,30-40%,Understand,60-70%
"Observe the model below:

Which of the following statements is represented by the above model?",Mathematics,7,Fractions and Decimals,9981,18,-0.693147180559945,Division of a whole number by a proper fraction,"Describe how the position of the light source, screen and object affect the characteristics of shadows.",0.666666666666666,40-50%,Understand,60-70%
"Observe the model below:

Which of the following statements is represented by the above model?",Mathematics,7,Fractions and Decimals,9981,18,-0.693147180559945,Division of a whole number by a proper fraction,"Describe how the position of the light source, screen and object affect the characteristics of shadows.",0.666666666666666,60-70%,Understand,60-70%
"If lines l  || m and p || q, then find w, x, y, and z. 
",Mathematics,7,Lines and Angles,1212,18,-0.693147180559945,"Angles made by transversal - Interior angles
","Define the term ""reflection"" in the context of light.",0.666666666666666,60-70%,Remember,60-70%
Observe the given figure and fill in the blank space.__________ interior angles are formed when a transversal intersects two lines.,Mathematics,7,Lines and Angles,22083,18,-0.693147180559945,"Angles made by transversal - Interior angles
",Apply your understanding of cell types to differentiate between unicellular and multicellular organisms based on their structures.,0.666666666666666,60-70%,Apply,60-70%
Find the ∠a.,Mathematics,7,Lines and Angles,22185,18,-0.693147180559945,Angles made by transversal - Alternate interior angles,"Identify and name the four main parts of a cell: cell wall, cell membrane, nucleus, and cytoplasm.",0.666666666666666,60-70%,Remember,60-70%
"If m || n, what is the correct relation between ∠x and ∠y?",Mathematics,7,Lines and Angles,1209,3,-0.693147180559945,Angles made by transversal - Alternate interior angles,"Identify and name the four main parts of a cell: cell wall, cell membrane, nucleus, and cytoplasm.",0.666666666666666,60-70%,Remember,20-30%
Which of the following statements is correct based on the given figure?,Mathematics,7,Lines and Angles,3536,6,-0.693147180559945,Definition of adjacent angles,Analyse the relationship between statements and their corresponding equation form.,0.666666666666666,60-70%,Analyse,60-70%
Which of the following statements is correct based on the given figure?,Mathematics,7,Lines and Angles,3536,6,-0.693147180559945,Angles made by transversal - Corresponding angles,"List common domestic uses of clean water, including drinking, cooking, and hygiene.",0.666666666666666,60-70%,Remember,60-70%
Which of the following is a pair of corresponding angles in the given figure?,Mathematics,7,Lines and Angles,3491,6,-0.693147180559945,Angles made by transversal - Corresponding angles,"List common domestic uses of clean water, including drinking, cooking, and hygiene.",0.666666666666666,60-70%,Remember,60-70%
"Determine the measures of ∠a and ∠b , if ∠a : ∠b = 2 : 1, given that p ∥ q and r is the transversal, as shown below.",Mathematics,7,Lines and Angles,22351,6,-0.693147180559945,Angles made by transversal - Exterior angles on the same side of the transversal,Use gaseous pressure concepts in real-life examples like inflated balloons and air pumps.,0.666666666666666,60-70%,Apply,60-70%
"In the year of 1999, petrol was priced at ₹24 per litre. Today, it is priced at ₹96 per litre. By what percentage has the price increased?",Mathematics,7,Comparing Quantities,5863,3,-0.693147180559945,"Increase in a quantity as percentage
",Identify common electrical hazards in everyday environments.,0.666666666666666,60-70%,Remember,60-70%
For which expression closure property of rational numbers does not hold true?,Mathematics,8,Rational Numbers,11648,9,-0.693147180559945,Examination of closure property for division of rational numbers,"Recall the divisibility rules for numbers 2, 3, 4, 5, 6, 7, 8, 9, 10, and 11.",0.666666666666666,60-70%,Remember,50-60%
Prem states that division is not commutative for rational numbers.Which of the following reasons justifies his statement?,Mathematics,8,Rational Numbers,12488,3,-0.693147180559945,Examination of commutative property for division of rational numbers,Apply the rules of addition and subtraction to solve arithmetic and practical problems involving three or more decimal numbers.,0.666666666666666,60-70%,Apply,60-70%
Rahul states that division is not commutative for rational numbers.Which of the following reasons justifies his statement?,Mathematics,8,Rational Numbers,12483,3,-0.693147180559945,Examination of commutative property for division of rational numbers,Explain the concept of mixed operations involving addition and subtraction of decimal numbers.,0.666666666666666,60-70%,Understand,60-70%
"A student wanted to measure the temperature of hot milk with a clinical thermometer since he didn’t have a laboratory thermometer at home. However, his mother stopped him. Would it be appropriate for the student to use the clinical thermometer to measure the temperature of the hot milk?
Caution: Mercury is a toxic substance.",Physics,7,Heat,13946,15,-0.693147180559945,Physical Components of a Clinical thermometer,Analyse the relative impact of changes in the base versus changes in the exponent on the overall value of the expression.,0.666666666666666,60-70%,Analyse,60-70%
Recognise each of the parts of the clinical thermometer shown below.,Physics,7,Heat,2008,12,-0.693147180559945,Physical Components of a Clinical thermometer,Describe the relationship between exponential expressions and numerical values.,0.666666666666666,60-70%,Understand,60-70%
Which of the following temperatures that a clinical thermometer cannot measure?,Physics,7,Heat,3159,9,-0.693147180559945,Physical Components of a Clinical thermometer,Apply knowledge of budding to identify examples in the animal kingdom and describe how this mode of reproduction contributes to population growth and species survival.,0.666666666666666,60-70%,Apply,60-70%
How do non-standard devices for length measurement compare to standardised devices like rulers and metre sticks?,Physics,6,Motion and Measurement ,13327,3,-0.693147180559945,Limitation of Measuring length using non-standard devices,Explain how different numbers can be formed by rearranging a given set of digits.,0.666666666666666,60-70%,Understand,60-70%
"In science class, Meeta and Simmi needed to find the height of a plant. The measurements done by them are given in the table below.Their teacher pointed out that their measurements weren't the same. What should they do to ensure both get the same measurement for the plant's length?",Physics,6,Motion and Measurement ,14096,3,-0.693147180559945,Purpose of standard mode of measurement,Perform addition operations involving large whole numbers (5-9 digits) accurately.,0.666666666666666,60-70%,Apply,60-70%
"At a construction site, four labourers measured the distance between two walls and they used different measuring devices as mentioned below.Labour S used a footspan.Labour T used rope and metre scale.Labour U used a metre tape.Labour V used a wooden rod.Identify the pair of labour which will report accurate measurement.",Physics,6,Motion and Measurement ,4492,3,-0.693147180559945,Comparison between standard and non-standard measurement device,Recognize and recall the standard approach for adding large whole numbers.,0.666666666666666,60-70%,Remember,60-70%
Four children measured the length of their desks. Each of them used different ways to measure it.(1) Priya measured it using a pencil.(2) Pooja measured it using a handspan.(3) Parul measured it using cubits.(4) Priyanka measured it using a wooden scale.Which one of them would get the most accurate length?,Physics,6,Motion and Measurement ,4496,3,-0.693147180559945,Comparison between standard and non-standard measurement device,Assess subtraction problems to identify and correct computational errors.,0.666666666666666,60-70%,Analyse,60-70%
"Fill in the blank:A bar magnet aligns along a specific direction when hung freely, and this property of the bar magnet is called its __________.",Physics,6,Fun with magnets ,19960,9,-0.693147180559945,Directive Property of a Bar Magnet,Define the closure property for division of whole numbers.,0.666666666666666,60-70%,Remember,60-70%
Choose the correct option that best fits in the blank space in the provided table based on the colour change of food items that give positive iodine solution tests.,Biology,6,Components of Food ,9118,18,-0.693147180559945,Definition of carbohydrates and its qualitative tests.,Demonstrate the commutative property by swapping the order of factors in multiplication problems with whole numbers.,0.666666666666666,60-70%,Apply,60-70%
Choose the correct option that best fits in the blank space in the provided table based on the colour change of food items that give positive iodine solution tests.,Biology,6,Components of Food ,9118,18,-0.693147180559945,Definition of carbohydrates and its qualitative tests.,Demonstrate the commutative property by swapping the order of factors in multiplication problems with whole numbers.,0.666666666666666,40-50%,Apply,60-70%
The table lists food items suggested to a person deficient in a specific mineral.Which mineral is present in these food items?,Biology,6,Components of Food ,14037,9,-0.693147180559945,Minerals' functions and sources for human body,Apply the distributive property to simplify mathematical expressions involving multiplication and subtraction.,0.666666666666666,60-70%,Apply,60-70%
The image shows the process of photosynthesis.What are P and Q?,Biology,6,Getting to know plants ,2097,9,-0.693147180559945,Introduction to photosynthesis process in plants,Apply the number line method to solve mixed operations accurately.,0.666666666666666,60-70%,Apply,60-70%
Consider these structures. Identify the names of the structures which are formed after fertilisation.,Biology,7,Reproduction in Plants,7631,9,-0.693147180559945,Fertilization and post-fertilisation events in a flowering plant,Explain the concept of the distributive property and how it applies to the multiplication of integers over addition.,0.666666666666666,60-70%,Understand,30-40%
"Sidharth has 20 more candies than Ramesh. If Ramesh has an odd number of candies, what could be the possible number of candies with Sidharth?",Mathematics,6,Playing with numbers,18519,20,-0.619039208406223,Odd number,Identify even numbers quickly by dividing the number by 2.,0.65,60-70%,Apply,60-70%
How many digits will be there to the right of the decimal point in the quotient of 21.7 ÷ 7 ?,Mathematics,7,Fractions and Decimals,15338,20,-0.619039208406223,Division of a decimal number by a whole number,State the result of dividing any integer by 1.,0.65,60-70%,Remember,60-70%
"If the expression 13 × 13 × 9 × m represents a square number, what could be the value of m?",Mathematics,8,Squares and square roots,16732,20,-0.619039208406223,Definition and representation of square numbers/perfect square numbers,Describe how the law of quotient of powers with the same base for whole numbers enables to subtract the exponents of the same base when dividing powers.,0.65,60-70%,Understand,40-50%
"Which organisms/objects  should be interchanged in order to correct the following table based on their surroundings?
",Biology,6,The Living Organisms — Characteristics and Habitats,5679,20,-0.619039208406223,"Animals, plants, and natural objects in different surroundings","Define the term ""permanent"" and ""temporary"" magnets.",0.65,60-70%,Remember,60-70%
Which of the following can be separated by threshing?,Chemistry,6,Separation of Substances,4193,20,-0.619039208406223,"Handpicking, threshing, winnowing, and sieving",Recall the definition of a unit in measurement.,0.65,60-70%,Remember,60-70%
"Aryan's wooden furniture, kept in a damp basement, developed fungi. From where do fungi suddenly appear during the rainy season that spoiled wooden furniture?",Biology,7,Nutrition in plants,9607,20,-0.619039208406223,Saprotrophic mode of nutrition,"Students will interpret the concept of the forest as a dynamic living entity, explaining its functions and significance.",0.65,60-70%,Understand,60-70%
"The image shows different zones of a candle flame. Select the row that describes best about P, Q, and R. ",Chemistry,8,Combustion and Flame,17946,20,-0.619039208406223,Flame and its anatomy,Use a spring balance to measure the frictional force between different materials and surfaces.,0.65,70-80%,Apply,60-70%
"The image shows different zones of a candle flame. Select the row that describes best about P, Q, and R. ",Chemistry,8,Combustion and Flame,17946,20,-0.619039208406223,Flame and its anatomy,Use a spring balance to measure the frictional force between different materials and surfaces.,0.65,60-70%,Apply,60-70%
"Consider the digits: 1, 3, 5 and 7 Consider the following claims:Claim I: The smallest 4-digit number that can be formed using the given digits without repetition and 3 at hundreds place is 1357. Claim II: The greatest 4-digit number that can be formed using the given digits without repetition and 7 at ones place is 3157. Which of these claim(s) is/are correct?",Mathematics,6,Knowing our numbers,13609,20,-0.619039208406223,Formation of number using given digits,"Students will analyze the impact of antibiotics in healthcare and animal husbandry, including their benefits and potential risks.",0.65,60-70%,Analyse,60-70%
Chinu and Minu gave statements to test the divisibility of a number by 5.Chinu: The number should end with 5 or 0.Minu: All numbers divisible by 15 are also divisible by 5.Who is correct?,Mathematics,6,Playing with numbers,18525,17,-0.606135803570315,Test for divisibility by 5,Analyse the last two digits of numbers to determine whether they meet the conditions of the divisibility rule for 4,0.647058823529411,60-70%,Analyse,60-70%
